Date of Booking,Date of Journey,Airline-Class,Departure Time,Arrival Time,Duration,Total Stops,Price
15/01/2023,18/01/2023,"AirAsia 
I5-1228
ECONOMY","09:30
Delhi","19:00
Mumbai",09h 30m,1-stop,"6,872"
15/01/2023,18/01/2023,"AirAsia 
I5-740
ECONOMY","08:10
Delhi","19:00
Mumbai",10h 50m,1-stop,"6,872"
15/01/2023,18/01/2023,"AirAsia 
I5-773
ECONOMY","20:00
Delhi","06:55
Mumbai",10h 55m,1-stop,"6,872"
15/01/2023,18/01/2023,"AirAsia 
I5-1228
ECONOMY","09:30
Delhi","21:00
Mumbai",11h 30m,1-stop,"6,872"
15/01/2023,18/01/2023,"AirAsia 
I5-548
ECONOMY","07:10
Delhi","19:55
Mumbai",12h 45m,1-stop,"6,872"
15/01/2023,18/01/2023,"AirAsia 
I5-740
ECONOMY","08:10
Delhi","21:00
Mumbai",12h 50m,1-stop,"6,872"
15/01/2023,18/01/2023,"AirAsia 
I5-1228
ECONOMY","09:30
Delhi","00:40
Mumbai",15h 10m,1-stop,"6,872"
15/01/2023,18/01/2023,"AirAsia 
I5-740
ECONOMY","08:10
Delhi","00:40
Mumbai",16h 30m,1-stop,"6,872"
15/01/2023,18/01/2023,"Indigo 
6E-2075
ECONOMY","08:10
Delhi","10:05
Mumbai",01h 55m,non-stop,"7,319"
15/01/2023,18/01/2023,"Indigo 
6E-2017
ECONOMY","19:20
Delhi","21:30
Mumbai",02h 10m,non-stop,"7,319"
15/01/2023,18/01/2023,"Indigo 
6E-2176
ECONOMY","14:15
Delhi","16:30
Mumbai",02h 15m,non-stop,"7,319"
15/01/2023,18/01/2023,"Indigo 
6E- 864
ECONOMY","17:25
Delhi","19:40
Mumbai",02h 15m,non-stop,"7,319"
15/01/2023,18/01/2023,"Indigo 
6E-2084
ECONOMY","20:20
Delhi","22:35
Mumbai",02h 15m,non-stop,"7,319"
15/01/2023,18/01/2023,"Indigo 
6E-2114
ECONOMY","21:45
Delhi","00:00
Mumbai",02h 15m,non-stop,"7,319"
15/01/2023,18/01/2023,"Indigo 
6E-2505
ECONOMY","11:00
Delhi","13:20
Mumbai",02h 20m,non-stop,"7,319"
15/01/2023,18/01/2023,"Indigo 
6E-2138
ECONOMY","12:00
Delhi","14:20
Mumbai",02h 20m,non-stop,"7,319"
15/01/2023,18/01/2023,"Vistara 
UK-951
ECONOMY","14:20
Delhi","16:30
Mumbai",02h 10m,non-stop,"7,320"
15/01/2023,18/01/2023,"GO FIRST 
G8- 713
ECONOMY","21:00
Delhi","06:50
Mumbai",09h 50m,1-stop,"6,816"
15/01/2023,18/01/2023,"Indigo 
6E-2117
ECONOMY","11:05
Delhi","16:50
Mumbai",05h 45m,1-stop,"6,829"
15/01/2023,18/01/2023,"GO FIRST 
G8- 184
ECONOMY","10:25
Delhi","16:00
Mumbai",05h 35m,1-stop,"6,873"
15/01/2023,18/01/2023,"GO FIRST 
G8- 143
ECONOMY","10:40
Delhi","16:40
Mumbai",06h 00m,1-stop,"6,873"
15/01/2023,18/01/2023,"GO FIRST 
G8- 237
ECONOMY","12:45
Delhi","22:30
Mumbai",09h 45m,1-stop,"6,873"
15/01/2023,18/01/2023,"GO FIRST 
G8- 194
ECONOMY","21:30
Delhi","08:00
Mumbai",10h 30m,1-stop,"6,873"
15/01/2023,18/01/2023,"GO FIRST 
G8- 119
ECONOMY","20:10
Delhi","09:40
Mumbai",13h 30m,1-stop,"6,873"
15/01/2023,18/01/2023,"GO FIRST 
G8- 101
ECONOMY","05:50
Delhi","19:35
Mumbai",13h 45m,1-stop,"6,873"
15/01/2023,18/01/2023,"GO FIRST 
G8-2519
ECONOMY","20:40
Delhi","10:50
Mumbai",14h 10m,1-stop,"6,873"
15/01/2023,18/01/2023,"GO FIRST 
G8- 113
ECONOMY","05:45
Delhi","20:35
Mumbai",14h 50m,1-stop,"6,873"
15/01/2023,18/01/2023,"GO FIRST 
G8- 113
ECONOMY","05:45
Delhi","22:15
Mumbai",16h 30m,1-stop,"6,873"
15/01/2023,18/01/2023,"AirAsia 
I5-798
ECONOMY","12:45
Delhi","02:20
Mumbai",13h 35m,1-stop,"7,319"
15/01/2023,18/01/2023,"AirAsia 
I5-798
ECONOMY","12:45
Delhi","04:00
Mumbai",15h 15m,1-stop,"7,319"
15/01/2023,18/01/2023,"Indigo 
6E-2526
ECONOMY","08:45
Delhi","11:10
Mumbai",02h 25m,non-stop,"7,319"
15/01/2023,18/01/2023,"Indigo 
6E-2328
ECONOMY","10:00
Delhi","12:35
Mumbai",02h 35m,non-stop,"7,319"
15/01/2023,18/01/2023,"Air India 
AI-636
ECONOMY","14:30
Delhi","18:15
Mumbai",03h 45m,"1-stop
												Via Indore","7,320"
15/01/2023,18/01/2023,"AirAsia 
I5-745
ECONOMY","13:15
Delhi","02:20
Mumbai",13h 05m,1-stop,"8,987"
15/01/2023,18/01/2023,"AirAsia 
I5-745
ECONOMY","13:15
Delhi","04:00
Mumbai",14h 45m,1-stop,"8,987"
15/01/2023,18/01/2023,"Indigo 
6E- 607
ECONOMY","22:00
Delhi","05:50
Mumbai",07h 50m,1-stop,"7,888"
15/01/2023,18/01/2023,"Indigo 
6E- 153
ECONOMY","20:20
Delhi","05:50
Mumbai",09h 30m,1-stop,"7,888"
15/01/2023,18/01/2023,"Vistara 
UK-785
ECONOMY","06:55
Delhi","11:05
Mumbai",28h 10m,1-stop,"8,323"
15/01/2023,18/01/2023,"Vistara 
UK-635
ECONOMY","11:00
Delhi","15:50
Mumbai",04h 50m,1-stop,"8,370"
15/01/2023,18/01/2023,"Indigo 
6E-2411
ECONOMY","06:55
Delhi","11:30
Mumbai",04h 35m,1-stop,"8,100"
15/01/2023,18/01/2023,"Vistara 
UK-811
ECONOMY","05:35
Delhi","23:20
Mumbai",17h 45m,1-stop,"8,491"
15/01/2023,18/01/2023,"Vistara 
UK-811
ECONOMY","05:35
Delhi","08:20
Mumbai",26h 45m,1-stop,"8,491"
15/01/2023,18/01/2023,"Vistara 
UK-933
ECONOMY","15:30
Delhi","17:35
Mumbai",02h 05m,non-stop,"8,580"
15/01/2023,18/01/2023,"Vistara 
UK-993
ECONOMY","12:50
Delhi","15:00
Mumbai",02h 10m,non-stop,"8,580"
15/01/2023,18/01/2023,"Vistara 
UK-995
ECONOMY","10:20
Delhi","12:35
Mumbai",02h 15m,non-stop,"8,580"
15/01/2023,18/01/2023,"Vistara 
UK-945
ECONOMY","11:40
Delhi","13:55
Mumbai",02h 15m,non-stop,"8,580"
15/01/2023,18/01/2023,"Vistara 
UK-941
ECONOMY","16:35
Delhi","19:05
Mumbai",02h 30m,non-stop,"8,580"
15/01/2023,18/01/2023,"Air India 
AI-803
ECONOMY","06:10
Delhi","23:20
Mumbai",17h 10m,1-stop,"8,297"
15/01/2023,18/01/2023,"GO FIRST 
G8- 717
ECONOMY","17:30
Delhi","06:50
Mumbai",13h 20m,1-stop,"8,465"
15/01/2023,18/01/2023,"Air India 
AI-803
ECONOMY","06:10
Delhi","21:30
Mumbai",15h 20m,1-stop,"8,517"
15/01/2023,18/01/2023,"Air India 
AI-803
ECONOMY","06:10
Delhi","08:35
Mumbai",26h 25m,1-stop,"8,517"
15/01/2023,18/01/2023,"Air India 
AI-883
ECONOMY","22:00
Delhi","08:10
Mumbai",10h 10m,1-stop,"9,349"
15/01/2023,18/01/2023,"Air India 
AI-883
ECONOMY","22:00
Delhi","00:20
Mumbai",26h 20m,1-stop,"9,349"
15/01/2023,18/01/2023,"Indigo 
6E-5603
ECONOMY","15:20
Delhi","20:10
Mumbai",04h 50m,1-stop,"8,696"
15/01/2023,18/01/2023,"Air India 
AI-443
ECONOMY","04:45
Delhi","09:50
Mumbai",05h 05m,1-stop,"8,726"
15/01/2023,18/01/2023,"Air India 
AI-811
ECONOMY","18:40
Delhi","16:25
Mumbai",21h 45m,1-stop,"8,790"
15/01/2023,18/01/2023,"Indigo 
6E- 607
ECONOMY","22:00
Delhi","07:55
Mumbai",09h 55m,1-stop,"8,899"
15/01/2023,18/01/2023,"Vistara 
UK-627
ECONOMY","13:20
Delhi","14:05
Mumbai",24h 45m,1-stop,"9,210"
15/01/2023,18/01/2023,"Vistara 
UK-627
ECONOMY","13:20
Delhi","15:50
Mumbai",26h 30m,1-stop,"9,210"
15/01/2023,18/01/2023,"Vistara 
UK-635
ECONOMY","11:00
Delhi","14:05
Mumbai",27h 05m,1-stop,"9,210"
15/01/2023,18/01/2023,"Vistara 
UK-811
ECONOMY","05:35
Delhi","13:05
Mumbai",07h 30m,1-stop,"9,263"
15/01/2023,18/01/2023,"Indigo 
6E-2033
ECONOMY","23:40
Delhi","05:50
Mumbai",06h 10m,1-stop,"8,999"
15/01/2023,18/01/2023,"Air India 
AI-560
ECONOMY","07:10
Delhi","14:55
Mumbai",07h 45m,1-stop,"9,489"
15/01/2023,18/01/2023,"Air India 
AI-475
ECONOMY","12:55
Delhi","13:45
Mumbai",24h 50m,1-stop,"9,492"
15/01/2023,18/01/2023,"Air India 
AI-471
ECONOMY","13:15
Delhi","18:05
Mumbai",04h 50m,1-stop,"9,630"
15/01/2023,18/01/2023,"Air India 
AI-813
ECONOMY","08:00
Delhi","23:20
Mumbai",15h 20m,1-stop,"9,137"
15/01/2023,18/01/2023,"GO FIRST 
G8- 713
ECONOMY","21:00
Delhi","10:15
Mumbai",13h 15m,1-stop,"9,265"
15/01/2023,18/01/2023,"Vistara 
UK-807
ECONOMY","20:40
Delhi","13:05
Mumbai",16h 25m,1-stop,"9,593"
15/01/2023,18/01/2023,"Indigo 
6E-2411
ECONOMY","06:55
Delhi","16:05
Mumbai",09h 10m,1-stop,"9,848"
15/01/2023,18/01/2023,"Air India 
AI-504
ECONOMY","21:10
Delhi","08:35
Mumbai",11h 25m,1-stop,"9,357"
15/01/2023,18/01/2023,"Air India 
AI-813
ECONOMY","08:00
Delhi","21:30
Mumbai",13h 30m,1-stop,"9,357"
15/01/2023,18/01/2023,"Air India 
AI-504
ECONOMY","21:10
Delhi","11:30
Mumbai",14h 20m,1-stop,"9,357"
15/01/2023,18/01/2023,"Air India 
AI-504
ECONOMY","21:10
Delhi","21:30
Mumbai",24h 20m,1-stop,"9,357"
15/01/2023,18/01/2023,"Air India 
AI-813
ECONOMY","08:00
Delhi","08:35
Mumbai",24h 35m,1-stop,"9,357"
15/01/2023,18/01/2023,"Indigo 
6E- 902
ECONOMY","16:45
Delhi","23:00
Mumbai",06h 15m,1-stop,"9,368"
15/01/2023,18/01/2023,"Indigo 
6E-6814
ECONOMY","07:15
Delhi","09:40
Mumbai",02h 25m,non-stop,"9,419"
15/01/2023,18/01/2023,"Air India 
AI-542
ECONOMY","09:45
Delhi","14:55
Mumbai",05h 10m,1-stop,"9,489"
15/01/2023,18/01/2023,"Air India 
AI-839
ECONOMY","21:30
Delhi","09:55
Mumbai",12h 25m,1-stop,"9,489"
15/01/2023,18/01/2023,"Air India 
AI-544
ECONOMY","16:50
Delhi","09:55
Mumbai",17h 05m,1-stop,"9,489"
15/01/2023,18/01/2023,"Air India 
AI-839
ECONOMY","21:30
Delhi","14:55
Mumbai",17h 25m,1-stop,"9,489"
15/01/2023,18/01/2023,"Air India 
AI-544
ECONOMY","16:50
Delhi","14:55
Mumbai",22h 05m,1-stop,"9,489"
15/01/2023,18/01/2023,"Air India 
AI-542
ECONOMY","09:45
Delhi","09:55
Mumbai",24h 10m,1-stop,"9,489"
15/01/2023,18/01/2023,"Air India 
AI-560
ECONOMY","07:10
Delhi","09:55
Mumbai",26h 45m,1-stop,"9,489"
15/01/2023,18/01/2023,"Air India 
AI-439
ECONOMY","05:45
Delhi","23:40
Mumbai",17h 55m,1-stop,"9,630"
15/01/2023,18/01/2023,"Vistara 
UK-927
ECONOMY","09:30
Delhi","11:35
Mumbai",02h 05m,non-stop,"10,155"
15/01/2023,18/01/2023,"Vistara 
UK-955
ECONOMY","17:45
Delhi","19:55
Mumbai",02h 10m,non-stop,"10,155"
15/01/2023,18/01/2023,"Vistara 
UK-963
ECONOMY","08:50
Delhi","11:15
Mumbai",02h 25m,non-stop,"10,155"
15/01/2023,18/01/2023,"Indigo 
6E-6822
ECONOMY","14:30
Delhi","23:10
Mumbai",08h 40m,1-stop,"9,892"
15/01/2023,18/01/2023,"Indigo 
6E-2033
ECONOMY","23:40
Delhi","07:55
Mumbai",08h 15m,1-stop,"10,010"
15/01/2023,18/01/2023,"Indigo 
6E-6103
ECONOMY","21:00
Delhi","07:05
Mumbai",10h 05m,1-stop,"10,102"
15/01/2023,18/01/2023,"Vistara 
UK-807
ECONOMY","20:40
Delhi","08:20
Mumbai",11h 40m,1-stop,"10,433"
15/01/2023,18/01/2023,"Vistara 
UK-801
ECONOMY","09:05
Delhi","23:20
Mumbai",14h 15m,1-stop,"10,433"
15/01/2023,18/01/2023,"Vistara 
UK-815
ECONOMY","08:10
Delhi","23:20
Mumbai",15h 10m,1-stop,"10,433"
15/01/2023,18/01/2023,"Air India 
AI-807
ECONOMY","16:55
Delhi","23:20
Mumbai",06h 25m,1-stop,"10,187"
15/01/2023,18/01/2023,"Vistara 
UK-673
ECONOMY","13:20
Delhi","18:30
Mumbai",05h 10m,1-stop,"10,539"
15/01/2023,18/01/2023,"Air India 
AI-439
ECONOMY","05:45
Delhi","22:15
Mumbai",16h 30m,1-stop,"10,281"
15/01/2023,18/01/2023,"Indigo 
6E-2025
ECONOMY","06:10
Delhi","12:20
Mumbai",06h 10m,1-stop,"10,627"
15/01/2023,18/01/2023,"Vistara 
UK-855
ECONOMY","18:40
Delhi","00:15
Mumbai",05h 35m,1-stop,"11,205"
15/01/2023,18/01/2023,"Air India 
AI-540
ECONOMY","20:40
Delhi","08:10
Mumbai",11h 30m,1-stop,"10,995"
15/01/2023,18/01/2023,"Air India 
AI-554
ECONOMY","11:50
Delhi","23:40
Mumbai",11h 50m,1-stop,"10,995"
15/01/2023,18/01/2023,"GO FIRST 
G8- 286
ECONOMY","10:55
Delhi","01:20
Mumbai",14h 25m,1-stop,"11,031"
15/01/2023,18/01/2023,"Indigo 
6E-2216
ECONOMY","09:25
Delhi","17:50
Mumbai",08h 25m,1-stop,"11,099"
15/01/2023,18/01/2023,"Vistara 
UK-829
ECONOMY","07:20
Delhi","14:35
Mumbai",07h 15m,1-stop,"11,415"
15/01/2023,18/01/2023,"Vistara 
UK-899
ECONOMY","14:45
Delhi","08:15
Mumbai",17h 30m,1-stop,"11,415"
15/01/2023,18/01/2023,"Air India 
AI-439
ECONOMY","05:45
Delhi","17:20
Mumbai",11h 35m,1-stop,"11,121"
15/01/2023,18/01/2023,"Air India 
AI-411
ECONOMY","07:05
Delhi","16:25
Mumbai",09h 20m,1-stop,"11,205"
15/01/2023,18/01/2023,"Air India 
AI-883
ECONOMY","22:00
Delhi","16:50
Mumbai",18h 50m,1-stop,"11,344"
15/01/2023,18/01/2023,"Vistara 
UK-981
ECONOMY","21:40
Delhi","23:40
Mumbai",02h 00m,non-stop,"11,730"
15/01/2023,18/01/2023,"Vistara 
UK-977
ECONOMY","19:00
Delhi","21:15
Mumbai",02h 15m,non-stop,"11,730"
15/01/2023,18/01/2023,"Vistara 
UK-957
ECONOMY","20:40
Delhi","22:55
Mumbai",02h 15m,non-stop,"11,730"
15/01/2023,18/01/2023,"Indigo 
6E- 184
ECONOMY","09:40
Delhi","16:10
Mumbai",06h 30m,1-stop,"11,617"
15/01/2023,18/01/2023,"Air India 
AI-554
ECONOMY","11:50
Delhi","22:15
Mumbai",10h 25m,1-stop,"11,646"
15/01/2023,18/01/2023,"Indigo 
6E- 123
ECONOMY","16:55
Delhi","21:25
Mumbai",04h 30m,1-stop,"11,782"
15/01/2023,18/01/2023,"Indigo 
6E-5615
ECONOMY","11:25
Delhi","21:25
Mumbai",10h 00m,1-stop,"11,782"
15/01/2023,18/01/2023,"GO FIRST 
G8- 719
ECONOMY","06:00
Delhi","10:45
Mumbai",04h 45m,1-stop,"11,816"
15/01/2023,18/01/2023,"Vistara 
UK-879
ECONOMY","17:35
Delhi","08:15
Mumbai",14h 40m,1-stop,"12,150"
15/01/2023,18/01/2023,"Indigo 
6E-6034
ECONOMY","05:00
Delhi","10:05
Mumbai",05h 05m,1-stop,"12,112"
15/01/2023,18/01/2023,"Vistara 
UK-813
ECONOMY","17:30
Delhi","23:20
Mumbai",05h 50m,1-stop,"12,533"
15/01/2023,18/01/2023,"Vistara 
UK-859
ECONOMY","10:30
Delhi","16:55
Mumbai",06h 25m,1-stop,"12,570"
15/01/2023,18/01/2023,"Vistara 
UK-829
ECONOMY","07:20
Delhi","16:55
Mumbai",09h 35m,1-stop,"12,570"
15/01/2023,18/01/2023,"Vistara 
UK-833
ECONOMY","07:40
Delhi","22:30
Mumbai",14h 50m,1-stop,"13,076"
15/01/2023,18/01/2023,"Vistara 
UK-929
ECONOMY","21:20
Delhi","06:15
Mumbai",08h 55m,1-stop,"13,095"
15/01/2023,18/01/2023,"Vistara 
UK-929
ECONOMY","21:20
Delhi","09:40
Mumbai",12h 20m,1-stop,"13,095"
15/01/2023,18/01/2023,"Vistara 
UK-706
ECONOMY","13:45
Delhi","22:00
Mumbai",08h 15m,1-stop,"13,200"
15/01/2023,18/01/2023,"GO FIRST 
G8- 286
ECONOMY","10:55
Delhi","18:20
Mumbai",07h 25m,1-stop,"12,912"
15/01/2023,18/01/2023,"Vistara 
UK-839
ECONOMY","13:40
Delhi","22:30
Mumbai",08h 50m,1-stop,"13,496"
15/01/2023,18/01/2023,"GO FIRST 
G8- 286
ECONOMY","10:55
Delhi","19:30
Mumbai",08h 35m,1-stop,"13,436"
15/01/2023,18/01/2023,"Vistara 
UK-985
ECONOMY","19:45
Delhi","22:00
Mumbai",02h 15m,non-stop,"13,830"
15/01/2023,18/01/2023,"Air India 
AI-473
ECONOMY","18:40
Delhi","11:55
Mumbai",17h 15m,1-stop,"15,195"
15/01/2023,18/01/2023,"Vistara 
UK-781
ECONOMY","17:50
Delhi","11:05
Mumbai",17h 15m,1-stop,"13,935"
15/01/2023,18/01/2023,"Vistara 
UK-969
ECONOMY","18:00
Delhi","06:15
Mumbai",12h 15m,1-stop,"13,967"
15/01/2023,18/01/2023,"Vistara 
UK-969
ECONOMY","18:00
Delhi","09:40
Mumbai",15h 40m,1-stop,"13,967"
15/01/2023,18/01/2023,"Vistara 
UK-959
ECONOMY","06:30
Delhi","06:15
Mumbai",23h 45m,1-stop,"13,967"
15/01/2023,18/01/2023,"Indigo 
6E-6187
ECONOMY","15:25
Delhi","20:10
Mumbai",04h 45m,1-stop,"14,039"
15/01/2023,18/01/2023,"Indigo 
6E-6034
ECONOMY","05:00
Delhi","10:55
Mumbai",05h 55m,1-stop,"14,303"
15/01/2023,18/01/2023,"Vistara 
UK-811
ECONOMY","05:35
Delhi","11:25
Mumbai",05h 50m,1-stop,"14,828"
15/01/2023,18/01/2023,"Air India 
AI-401
ECONOMY","06:50
Delhi","19:30
Mumbai",12h 40m,1-stop,"17,085"
15/01/2023,18/01/2023,"Vistara 
UK-833
ECONOMY","07:40
Delhi","14:30
Mumbai",06h 50m,1-stop,"14,901"
15/01/2023,18/01/2023,"Air India 
AI-429
ECONOMY","09:45
Delhi","22:15
Mumbai",12h 30m,1-stop,"14,796"
15/01/2023,18/01/2023,"Indigo 
6E-6231
ECONOMY","05:15
Delhi","09:45
Mumbai",04h 30m,1-stop,"14,828"
15/01/2023,18/01/2023,"Indigo 
6E-6201
ECONOMY","18:40
Delhi","23:35
Mumbai",04h 55m,1-stop,"14,900"
15/01/2023,18/01/2023,"Vistara 
UK-637
ECONOMY","16:45
Delhi","22:00
Mumbai",05h 15m,1-stop,"15,510"
15/01/2023,18/01/2023,"Air India 
AI-453
ECONOMY","05:00
Delhi","17:55
Mumbai",12h 55m,1-stop,"15,365"
15/01/2023,18/01/2023,"Air India 
AI-767
ECONOMY","12:10
Delhi","19:30
Mumbai",07h 20m,1-stop,"17,085"
15/01/2023,18/01/2023,"Air India 
AI-429
ECONOMY","09:45
Delhi","17:20
Mumbai",07h 35m,1-stop,"15,636"
15/01/2023,18/01/2023,"Air India 
AI-767
ECONOMY","12:10
Delhi","20:30
Mumbai",08h 20m,1-stop,"17,085"
15/01/2023,18/01/2023,"Indigo 
6E-6184
ECONOMY","17:35
Delhi","23:35
Mumbai",06h 00m,1-stop,"15,719"
15/01/2023,18/01/2023,"Indigo 
6E-6492
ECONOMY","13:20
Delhi","20:00
Mumbai",06h 40m,1-stop,"15,719"
15/01/2023,18/01/2023,"Air India 
AI-762
ECONOMY","20:15
Delhi","12:40
Mumbai",16h 25m,1-stop,"15,825"
15/01/2023,18/01/2023,"AirAsia 
I5-711
ECONOMY","05:45
Delhi","21:00
Mumbai",15h 15m,2+-stop,"16,535"
15/01/2023,18/01/2023,"Air India 
AI-401
ECONOMY","06:50
Delhi","20:30
Mumbai",13h 40m,1-stop,"17,085"
15/01/2023,18/01/2023,"Vistara 
UK-747
ECONOMY","06:30
Delhi","13:00
Mumbai",06h 30m,1-stop,"17,399"
15/01/2023,18/01/2023,"Vistara 
UK-747
ECONOMY","06:30
Delhi","20:20
Mumbai",13h 50m,1-stop,"17,399"
15/01/2023,18/01/2023,"Vistara 
UK-705
ECONOMY","07:30
Delhi","13:00
Mumbai",05h 30m,1-stop,"17,819"
15/01/2023,18/01/2023,"Vistara 
UK-705
ECONOMY","07:30
Delhi","20:20
Mumbai",12h 50m,1-stop,"17,819"
15/01/2023,18/01/2023,"Air India 
AI-801
ECONOMY","15:05
Delhi","22:55
Mumbai",07h 50m,1-stop,"18,555"
15/01/2023,18/01/2023,"GO FIRST 
G8- 717
ECONOMY","17:30
Delhi","22:30
Mumbai",05h 00m,1-stop,"17,746"
15/01/2023,18/01/2023,"Indigo 
6E-7403
ECONOMY","07:45
Delhi","14:15
Mumbai",06h 30m,1-stop,"18,150"
15/01/2023,18/01/2023,"Vistara 
UK-871
ECONOMY","20:40
Delhi","10:00
Mumbai",13h 20m,1-stop,"18,933"
15/01/2023,18/01/2023,"GO FIRST 
G8- 259
ECONOMY","07:00
Delhi","18:10
Mumbai",11h 10m,1-stop,"19,307"
15/01/2023,18/01/2023,"GO FIRST 
G8- 213
ECONOMY","11:50
Delhi","18:10
Mumbai",06h 20m,1-stop,"19,523"
15/01/2023,18/01/2023,"Air India 
AI-885
ECONOMY","10:55
Delhi","16:50
Mumbai",05h 55m,1-stop,"19,395"
15/01/2023,18/01/2023,"Air India 
AI-481
ECONOMY","08:30
Delhi","22:05
Mumbai",13h 35m,1-stop,"19,710"
15/01/2023,18/01/2023,"Air India 
AI-537
ECONOMY","16:10
Delhi","23:40
Mumbai",07h 30m,1-stop,"19,920"
15/01/2023,18/01/2023,"GO FIRST 
G8- 717
ECONOMY","17:30
Delhi","21:25
Mumbai",03h 55m,1-stop,"19,945"
15/01/2023,18/01/2023,"Air India 
AI-833
ECONOMY","04:55
Delhi","22:25
Mumbai",17h 30m,1-stop,"20,343"
15/01/2023,18/01/2023,"Air India 
AI-537
ECONOMY","16:10
Delhi","22:15
Mumbai",06h 05m,1-stop,"20,571"
15/01/2023,18/01/2023,"Vistara 
UK-979
ECONOMY","13:25
Delhi","18:45
Mumbai",05h 20m,1-stop,"24,015"
15/01/2023,18/01/2023,"Vistara 
UK-959
ECONOMY","06:30
Delhi","18:45
Mumbai",12h 15m,1-stop,"24,015"
15/01/2023,18/01/2023,"Vistara 
UK-837
ECONOMY","17:35
Delhi","09:00
Mumbai",15h 25m,1-stop,"24,225"
15/01/2023,18/01/2023,"Vistara 
UK-707
ECONOMY","17:25
Delhi","23:30
Mumbai",06h 05m,1-stop,"24,435"
15/01/2023,18/01/2023,"Vistara 
UK-899
ECONOMY","14:45
Delhi","23:10
Mumbai",08h 25m,1-stop,"24,960"
15/01/2023,18/01/2023,"Vistara 
UK-859
ECONOMY","10:30
Delhi","23:10
Mumbai",12h 40m,1-stop,"24,960"
15/01/2023,18/01/2023,"Indigo 
6E-6492
ECONOMY","13:20
Delhi","18:40
Mumbai",05h 20m,1-stop,"24,664"
15/01/2023,18/01/2023,"Vistara 
UK-975
PREMIUMECONOMY","05:45
Delhi","08:00
Mumbai",02h 15m,non-stop,"8,622"
15/01/2023,18/01/2023,"Vistara 
UK-635
PREMIUMECONOMY","11:00
Delhi","15:50
Mumbai",04h 50m,1-stop,"10,526"
15/01/2023,18/01/2023,"Vistara 
UK-811
PREMIUMECONOMY","05:35
Delhi","23:20
Mumbai",17h 45m,1-stop,"10,823"
15/01/2023,18/01/2023,"Vistara 
UK-811
PREMIUMECONOMY","05:35
Delhi","08:20
Mumbai",26h 45m,1-stop,"10,823"
15/01/2023,18/01/2023,"Vistara 
UK-941
PREMIUMECONOMY","16:35
Delhi","19:05
Mumbai",02h 30m,non-stop,"11,646"
15/01/2023,18/01/2023,"Vistara 
UK-871
PREMIUMECONOMY","20:40
Delhi","08:15
Mumbai",11h 35m,1-stop,"12,168"
15/01/2023,18/01/2023,"Vistara 
UK-871
PREMIUMECONOMY","20:40
Delhi","14:35
Mumbai",17h 55m,1-stop,"12,168"
15/01/2023,18/01/2023,"Vistara 
UK-627
PREMIUMECONOMY","13:20
Delhi","14:05
Mumbai",24h 45m,1-stop,"12,374"
15/01/2023,18/01/2023,"Vistara 
UK-627
PREMIUMECONOMY","13:20
Delhi","15:50
Mumbai",26h 30m,1-stop,"12,374"
15/01/2023,18/01/2023,"Vistara 
UK-635
PREMIUMECONOMY","11:00
Delhi","14:05
Mumbai",27h 05m,1-stop,"12,374"
15/01/2023,18/01/2023,"Vistara 
UK-706
PREMIUMECONOMY","13:45
Delhi","11:15
Mumbai",21h 30m,1-stop,"13,102"
15/01/2023,18/01/2023,"Vistara 
UK-813
PREMIUMECONOMY","17:30
Delhi","23:20
Mumbai",05h 50m,1-stop,"14,743"
15/01/2023,18/01/2023,"Vistara 
UK-809
PREMIUMECONOMY","19:55
Delhi","08:20
Mumbai",12h 25m,1-stop,"14,743"
15/01/2023,18/01/2023,"Vistara 
UK-813
PREMIUMECONOMY","17:30
Delhi","08:20
Mumbai",14h 50m,1-stop,"14,743"
15/01/2023,18/01/2023,"Vistara 
UK-829
PREMIUMECONOMY","07:20
Delhi","14:35
Mumbai",07h 15m,1-stop,"15,118"
15/01/2023,18/01/2023,"Vistara 
UK-879
PREMIUMECONOMY","17:35
Delhi","08:15
Mumbai",14h 40m,1-stop,"15,118"
15/01/2023,18/01/2023,"Vistara 
UK-879
PREMIUMECONOMY","17:35
Delhi","14:35
Mumbai",21h 00m,1-stop,"15,118"
15/01/2023,18/01/2023,"Vistara 
UK-859
PREMIUMECONOMY","10:30
Delhi","08:15
Mumbai",21h 45m,1-stop,"15,118"
15/01/2023,18/01/2023,"Vistara 
UK-829
PREMIUMECONOMY","07:20
Delhi","08:15
Mumbai",24h 55m,1-stop,"15,118"
15/01/2023,18/01/2023,"Vistara 
UK-637
PREMIUMECONOMY","16:45
Delhi","11:15
Mumbai",18h 30m,1-stop,"15,454"
15/01/2023,18/01/2023,"Vistara 
UK-785
PREMIUMECONOMY","06:55
Delhi","00:40
Mumbai",17h 45m,1-stop,"15,731"
15/01/2023,18/01/2023,"Vistara 
UK-785
PREMIUMECONOMY","06:55
Delhi","11:05
Mumbai",28h 10m,1-stop,"15,731"
15/01/2023,18/01/2023,"Vistara 
UK-981
PREMIUMECONOMY","21:40
Delhi","23:40
Mumbai",02h 00m,non-stop,"15,846"
15/01/2023,18/01/2023,"Vistara 
UK-933
PREMIUMECONOMY","15:30
Delhi","17:35
Mumbai",02h 05m,non-stop,"15,846"
15/01/2023,18/01/2023,"Vistara 
UK-993
PREMIUMECONOMY","12:50
Delhi","15:00
Mumbai",02h 10m,non-stop,"15,846"
